% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (7.135000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.205674855e+02 +1.205674855e+02 +1.919174855e+02 +1.919174855e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 0 +6.075067837e+01 +6.075067837e+01 +1.321006784e+02 +1.321006784e+02 +3.3234e-01 -2.4494e-01 -5.2888e-01 -2.0760e+00 -1.1503e-03
20 0 +3.497869776e+01 +3.497869776e+01 +1.063286978e+02 +1.063286978e+02 -7.9113e-01 +1.1625e-01 -5.2204e-01 -2.5630e+00 -1.0740e-02
23 0 +2.929573939e+01 +2.929573939e+01 +1.006457394e+02 +1.006457394e+02 +1.2715e+00 -2.2465e-01 -7.4094e-01 -4.3349e+00 -5.6334e-03
50 0 +2.276164781e+01 +2.276164781e+01 +9.411164781e+01 +9.411164781e+01 -1.5644e+00 -5.4566e-01 -1.0105e+00 +1.5282e+00 -1.6721e-02
57 0 +1.581190010e+01 +1.581190010e+01 +8.716190010e+01 +8.716190010e+01 -3.0809e+00 -5.0728e-01 -1.1606e+00 -6.9950e-01 -1.1625e-02
139 0 +1.299519551e+01 +1.299519551e+01 +8.434519551e+01 +8.434519551e+01 -4.3090e+00 +1.1266e+00 -3.5534e+00 -2.8912e+00 -5.4231e-02
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-3.552200000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.380502722e+02 +1.380502722e+02 -2.171697278e+02 -2.171697278e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +1.181420359e+02 +1.181420359e+02 -2.370779641e+02 -2.370779641e+02 -4.7057e-01 -2.6326e-02 +5.8372e-01 +6.7919e-02 -3.6981e-01
3 0 +1.002581890e+02 +1.002581890e+02 -2.549618110e+02 -2.549618110e+02 -3.8186e-01 +1.3634e+00 -3.0799e+00 -1.1131e-01 +1.0309e-01
5 0 +6.945574981e+01 +6.945574981e+01 -2.857642502e+02 -2.857642502e+02 -2.2547e-01 -9.5149e-02 -1.9923e+00 -1.9322e-01 +2.8286e-01
6 0 +2.034449132e+01 +2.034449132e+01 -3.348755087e+02 -3.348755087e+02 +5.0137e-01 -3.7307e-01 +1.6166e+00 +2.1455e-01 +9.3144e-02
8 0 +1.488415625e+01 +1.488415625e+01 -3.403358438e+02 -3.403358438e+02 -1.3050e-01 +8.9656e-01 +1.5401e+00 +2.0493e-02 -4.2387e-02
63 0 +1.087224231e+01 +1.087224231e+01 -3.443477577e+02 -3.443477577e+02 -1.4052e+00 +4.8123e+00 -3.2792e-01 +2.3266e-01 +3.2541e+00
411 0 +1.052239219e+01 +1.052239219e+01 -3.446976078e+02 -3.446976078e+02 +3.2592e+00 +2.3535e+00 -5.6734e+00 -1.6218e+00 -4.3319e+00
470 0 +7.117009597e+00 +7.117009597e+00 -3.481029904e+02 -3.481029904e+02 +4.0338e+00 +2.4226e+00 -2.2325e+00 -2.6190e-01 -5.3939e+00
806 0 +5.877255391e+00 +5.877255391e+00 -3.493427446e+02 -3.493427446e+02 -1.1591e+00 -2.5962e+00 -2.5177e+00 +6.0966e-01 -5.4627e+00
912 0 +4.969026071e+00 +4.969026071e+00 -3.502509739e+02 -3.502509739e+02 -1.3202e+00 -2.2868e+00 -2.4862e+00 +3.2043e-01 -5.3847e+00
