% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-9.210000000000e+00) | measured fitness | best measured fitness | x1 | x2...
1 0 +2.043476306e+02 +2.043476306e+02 +1.951376306e+02 +1.951376306e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 0 +1.972552584e+02 +1.972552584e+02 +1.880452584e+02 +1.880452584e+02 +3.8576e-02 -4.0432e-02 +1.2207e-01 +1.3607e+00 +8.5122e-01 -3.5383e-01 -2.0695e-01 +2.0279e+00 +8.3522e-02 +4.2319e-01
8 0 +1.837536428e+02 +1.837536428e+02 +1.745436428e+02 +1.745436428e+02 +1.2116e-02 -5.0148e-02 +1.5167e-01 +3.6819e-01 +4.2242e-01 +1.4395e-01 +8.8585e-02 +4.8869e-01 +1.5828e-01 -1.5692e+00
14 0 +1.796457453e+02 +1.796457453e+02 +1.704357453e+02 +1.704357453e+02 +1.0445e-02 +8.8168e-02 -1.4835e-01 -2.2786e-01 -6.4193e-01 -1.3550e-01 -2.1227e+00 +3.7270e+00 -2.1292e-01 -1.3176e+00
21 0 +1.625771586e+02 +1.625771586e+02 +1.533671586e+02 +1.533671586e+02 +1.0528e-02 +2.7562e-02 +3.7866e-01 -3.9651e-01 -5.7372e-01 +1.1682e-01 -7.7676e-01 +4.1922e+00 +1.0428e-01 -1.7597e+00
22 0 +1.592289935e+02 +1.592289935e+02 +1.500189935e+02 +1.500189935e+02 +4.2518e-02 -4.2957e-02 +3.2245e-01 -8.6055e-01 -1.4709e+00 +3.9473e-02 -7.7902e-01 +4.3582e+00 +1.5814e-01 -1.8478e+00
23 0 +1.581433279e+02 +1.581433279e+02 +1.489333279e+02 +1.489333279e+02 -3.1979e-02 +7.8002e-03 +2.4822e-01 -7.1705e-01 -1.7618e+00 +3.8985e-01 -1.9531e+00 +8.2643e+00 +1.2364e-01 -1.9188e+00
35 0 +1.511132000e+02 +1.511132000e+02 +1.419032000e+02 +1.419032000e+02 -7.0932e-03 +1.8325e-02 +4.0583e-01 -1.1395e+00 -5.8928e-01 +1.6380e-01 +8.0641e-03 +1.0672e+01 +1.4846e-01 -2.1606e+00
42 0 +1.428596126e+02 +1.428596126e+02 +1.336496126e+02 +1.336496126e+02 +2.6167e-02 -3.1955e-02 +4.7699e-01 -8.4401e-01 -1.0179e+00 -4.2059e-01 -3.0160e-02 +7.1644e+00 -1.3485e-01 -3.2415e+00
53 0 +1.405549628e+02 +1.405549628e+02 +1.313449628e+02 +1.313449628e+02 +4.9970e-02 +2.7612e-02 +3.2345e-01 -6.1605e-01 -1.2127e+00 -1.5883e-01 +1.0265e-02 +6.6464e+00 -5.0596e-03 -3.1708e+00
