% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-9.210000000000e+00) | measured fitness | best measured fitness | x1 | x2...
1 0 +3.992761284e+02 +3.992761284e+02 +3.900661284e+02 +3.900661284e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 0 +3.868807324e+02 +3.868807324e+02 +3.776707324e+02 +3.776707324e+02 +5.7333e+00 -1.5839e-01 +1.6523e+00 +7.0368e-02 -8.4357e-02 +7.7915e-01 +1.0056e+00 +9.7082e-02 -1.0142e+00 +3.0283e+00 +1.1205e+00 -4.0553e-01 +9.0405e-01 +2.5983e-02 -5.9696e-01 +2.2771e-01 +8.3021e-03 +5.9676e-01 +4.9862e-02 +5.2592e-01
13 0 +3.762698551e+02 +3.762698551e+02 +3.670598551e+02 +3.670598551e+02 +9.8673e+00 -2.7837e-01 +2.4095e-02 -1.2795e-01 -4.2625e-02 +1.8101e+00 +1.2622e+00 -2.4665e+00 -2.1664e+00 +2.6850e+00 -1.6760e+00 +9.2469e-01 +6.8181e-01 -2.7619e-03 -1.2477e-01 -3.6516e-01 -1.2603e-01 +3.3600e+00 +9.0244e-01 +6.4829e-01
18 0 +3.664991502e+02 +3.664991502e+02 +3.572891502e+02 +3.572891502e+02 +6.4101e+00 +3.5029e-01 +1.3480e+00 +3.5699e-02 -1.8629e-01 +1.3761e+00 +1.4831e+00 +7.1147e-01 -1.7556e+00 +2.1138e-01 -6.8204e-01 -2.1311e-01 -3.6794e-01 -2.6802e-02 +2.4016e-02 +2.5701e-01 -1.9107e-01 +1.5917e+00 -5.7292e-01 +7.3964e-01
23 0 +3.625473330e+02 +3.625473330e+02 +3.533373330e+02 +3.533373330e+02 +2.1321e+00 -7.8036e-01 +1.7005e+00 +1.4291e-01 +1.8037e+00 +1.0230e+00 +8.7730e-01 +9.8651e-01 -1.1430e+00 -4.7713e-01 -1.8393e+00 +4.8995e-01 +9.6650e-01 +3.9700e-02 -1.0153e+00 -8.1065e-01 -3.8654e-02 +1.0247e+00 -2.1924e-01 +2.7350e-01
27 0 +3.527320684e+02 +3.527320684e+02 +3.435220684e+02 +3.435220684e+02 +7.1543e+00 -6.1582e-01 +3.5438e-01 +5.4105e-01 -9.2232e-01 +2.8769e+00 +7.9234e-01 +3.6742e-01 +1.1637e+00 -5.7291e-01 -1.9002e+00 +9.7156e-01 -8.6606e-01 -1.1217e-03 +2.6742e-01 +4.3674e-01 +5.5090e-02 +1.7546e+00 -4.5385e-01 +1.3957e+00
36 0 +3.266518128e+02 +3.266518128e+02 +3.174418128e+02 +3.174418128e+02 -1.5557e+00 -5.5600e-01 +1.4560e+00 +1.2139e-01 +8.8674e-01 +1.4373e+00 +1.7284e+00 +3.3466e+00 +9.4220e-01 -3.9891e-01 -2.6334e+00 +1.3091e+00 -8.5827e-01 -1.4597e-02 +4.6924e-01 +3.7036e-01 +4.1482e-01 +4.1603e+00 -7.9015e-01 +1.8690e+00
44 0 +3.098932468e+02 +3.098932468e+02 +3.006832468e+02 +3.006832468e+02 +5.2378e+00 +3.2084e-02 +3.5977e+00 +9.1882e-01 -8.1391e-01 -3.1236e-01 +2.2938e+00 -1.7234e+00 -2.8335e-02 -4.4539e+00 -5.2168e-01 +1.7821e-01 -1.3561e-01 -6.9701e-02 +1.2469e+00 -9.4178e-01 +6.6662e-01 +4.9111e+00 -7.8249e-01 +1.4525e+00
52 0 +3.084262793e+02 +3.084262793e+02 +2.992162793e+02 +2.992162793e+02 +1.1602e+01 +1.4830e+00 +2.5569e+00 -2.6813e-01 -7.9842e-01 -4.5486e+00 +2.5714e+00 +3.7636e-01 -1.7454e+00 -5.0017e+00 -2.7151e+00 +4.7635e-01 +1.2502e+00 -8.2663e-02 +4.6855e-01 -5.0367e-01 -8.5673e-02 +4.5377e+00 -1.2106e+00 +1.3312e+00
54 0 +2.887701331e+02 +2.887701331e+02 +2.795601331e+02 +2.795601331e+02 +1.4821e+01 -1.1701e-01 +5.3144e+00 +1.0054e+00 -9.9844e-01 +2.2515e+00 +3.0696e+00 +2.1064e+00 -3.5437e+00 -7.2371e+00 -4.0353e+00 +2.1739e+00 -5.8664e-01 -1.5771e-02 +3.6763e-01 -1.7453e+00 -2.1266e-01 +3.9471e+00 -1.3863e+00 +2.2018e+00
64 0 +2.812027696e+02 +2.812027696e+02 +2.719927696e+02 +2.719927696e+02 +7.3568e+00 +1.9718e+00 +5.0559e+00 +1.8130e+00 -4.5465e+00 -2.9267e+00 +2.5713e+00 +1.8210e+00 -1.4562e+00 -5.5759e+00 -5.8369e+00 +1.7014e+00 +7.6588e-01 -2.6433e-02 +4.4034e-01 -4.6632e-01 +1.2081e-01 +5.9840e+00 -1.0781e+00 +1.5638e+00
