% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-5.235000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +7.774068784e+01 +7.774068784e+01 +2.539068784e+01 +2.539068784e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
5 0 +5.976991808e+01 +5.976991808e+01 +7.419918081e+00 +7.419918081e+00 +4.7035e-01 -9.5950e-01 +2.0409e-01 -4.6988e-01 +3.7942e+00 -5.6700e-01 -4.5574e-01 -2.3145e+00 +2.6419e-01 -7.0023e-01
6 0 +5.259494159e+01 +5.259494159e+01 +2.449415904e-01 +2.449415904e-01 +1.6867e+00 +3.4556e-01 -5.5416e-01 +1.8447e+00 -2.0999e+00 +1.9012e+00 -2.1720e+00 -2.5928e+00 -2.4519e-02 +7.6666e-02
7 0 +4.208026525e+01 +4.208026525e+01 -1.026973475e+01 -1.026973475e+01 +1.9824e+00 -6.9195e-01 -2.4977e-01 -7.6247e-01 -2.6336e+00 +6.8779e-01 -9.0116e-01 +9.3805e-01 +8.1607e-03 -1.4164e+00
10 0 +1.803233138e+01 +1.803233138e+01 -3.431766862e+01 -3.431766862e+01 -9.8661e-01 -5.2325e-01 +7.1510e-01 -1.0926e+00 -1.0864e+00 +1.1190e+00 -2.9074e+00 +3.5486e+00 +9.5588e-02 -1.3206e+00
15 0 +1.187907225e+01 +1.187907225e+01 -4.047092775e+01 -4.047092775e+01 +3.3343e+00 -3.5196e-01 -3.5071e-01 +3.8286e-01 -2.6354e-01 +1.1944e+00 -4.7253e+00 +2.2930e+00 -1.3753e-01 -1.6383e+00
51 0 +1.125720037e+01 +1.125720037e+01 -4.109279963e+01 -4.109279963e+01 +1.4245e+00 -2.0406e+00 -1.2803e+00 -2.3641e+00 +1.9705e+00 +2.5454e+00 -3.5581e+00 -2.9347e+00 +7.2527e-02 -2.4134e+00
56 0 +1.086571252e+01 +1.086571252e+01 -4.148428748e+01 -4.148428748e+01 +1.3774e-01 -1.9081e+00 -7.1341e-01 -5.3666e-01 +5.7941e-01 +2.1502e+00 -3.3281e+00 -5.2236e-01 +1.3600e-01 -2.4994e+00
74 0 +1.041584662e+01 +1.041584662e+01 -4.193415338e+01 -4.193415338e+01 +2.5549e-01 -1.8787e+00 +3.5190e-03 -4.9490e-01 +1.7674e+00 +2.5064e+00 -4.4138e+00 -1.5897e+00 +3.9486e-02 -1.9767e+00
86 0 +1.000243591e+01 +1.000243591e+01 -4.234756409e+01 -4.234756409e+01 +2.3054e-01 -1.9538e+00 +1.4514e-01 -1.4096e+00 +2.2851e+00 +2.9196e+00 -4.1277e+00 -3.6899e-01 +8.7361e-02 -2.4622e+00
