% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (7.948000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.282397568e+01 +1.282397568e+01 +9.230397568e+01 +9.230397568e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
7 0 +1.204088953e+01 +1.204088953e+01 +9.152088953e+01 +9.152088953e+01 +2.8885e-02 -4.2104e-01 +4.0248e-01 +9.3703e-03 -1.3022e-01
11 0 +1.019065802e+01 +1.019065802e+01 +8.967065802e+01 +8.967065802e+01 +1.4796e-02 -4.9071e-01 -6.0425e-01 +3.6591e-03 -2.3559e-01
37 0 +9.104253031e+00 +9.104253031e+00 +8.858425303e+01 +8.858425303e+01 +1.2314e-01 -5.7999e-01 -8.6014e-01 +1.0379e-02 -4.3023e-01
58 0 +8.814296811e+00 +8.814296811e+00 +8.829429681e+01 +8.829429681e+01 +1.1740e-01 -1.5505e+00 -6.6372e-01 +2.1628e-02 -4.4269e-01
78 0 +8.659891271e+00 +8.659891271e+00 +8.813989127e+01 +8.813989127e+01 +1.2267e-01 -1.3450e+00 -1.1411e+00 +4.2586e-02 -4.7063e-01
84 0 +8.298556084e+00 +8.298556084e+00 +8.777855608e+01 +8.777855608e+01 +9.2684e-02 -1.1960e+00 -9.8528e-01 +5.2115e-02 -5.1512e-01
93 0 +8.099840180e+00 +8.099840180e+00 +8.757984018e+01 +8.757984018e+01 +7.5744e-02 -7.3049e-01 -9.9163e-01 +5.4635e-02 -6.0436e-01
104 0 +7.708004967e+00 +7.708004967e+00 +8.718800497e+01 +8.718800497e+01 +1.2684e-01 -1.1696e+00 -1.0782e-01 +3.8446e-02 -7.4484e-01
115 0 +7.421426040e+00 +7.421426040e+00 +8.690142604e+01 +8.690142604e+01 +8.1828e-02 -1.3495e+00 -3.6469e-01 +4.6084e-02 -7.5977e-01
125 0 +7.291135665e+00 +7.291135665e+00 +8.677113566e+01 +8.677113566e+01 +1.1994e-01 -7.0898e-01 -5.8441e-01 +4.8362e-02 -8.0292e-01
132 0 +7.144715918e+00 +7.144715918e+00 +8.662471592e+01 +8.662471592e+01 +1.3161e-01 -8.7122e-01 -7.0589e-01 +5.0582e-02 -8.0212e-01
