% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-5.494000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.742410858e+06 +1.742410858e+06 +1.742355918e+06 +1.742355918e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 0 +5.524086655e+04 +5.524086655e+04 +5.518592655e+04 +5.518592655e+04 -4.1776e-02 -7.5326e-01 +2.4723e+00
13 0 +3.760016625e+04 +3.760016625e+04 +3.754522625e+04 +3.754522625e+04 +3.7006e-01 -1.2027e+00 -1.4416e-01
50 0 +5.357760832e+03 +5.357760832e+03 +5.302820832e+03 +5.302820832e+03 +6.6278e-01 -1.2918e+00 +2.3999e-01
71 0 +4.533975231e+03 +4.533975231e+03 +4.479035231e+03 +4.479035231e+03 +1.4494e-01 -1.2610e+00 +6.6452e-02
84 0 +3.564756661e+03 +3.564756661e+03 +3.509816661e+03 +3.509816661e+03 +1.1745e-01 -1.1658e+00 +4.7921e-01
106 0 +3.163915465e+03 +3.163915465e+03 +3.108975465e+03 +3.108975465e+03 -1.6431e-02 -1.1726e+00 +3.9002e-01
167 0 +3.094766102e+03 +3.094766102e+03 +3.039826102e+03 +3.039826102e+03 -8.4809e-02 -1.1508e+00 +3.8279e-01
215 0 +2.563179790e+03 +2.563179790e+03 +2.508239790e+03 +2.508239790e+03 -2.1670e-01 -1.1014e+00 +5.0980e-01
315 0 +1.396936283e+03 +1.396936283e+03 +1.341996283e+03 +1.341996283e+03 -6.5654e-01 -9.4857e-01 +7.6961e-01
325 0 +1.155061703e+03 +1.155061703e+03 +1.100121703e+03 +1.100121703e+03 -8.3467e-01 -9.0717e-01 +8.1488e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (5.913000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.355615952e+05 +1.355615952e+05 +1.356207252e+05 +1.356207252e+05 +0.0000e+00 +0.0000e+00 +0.0000e+00
9 0 +2.182243181e+04 +2.182243181e+04 +2.188156181e+04 +2.188156181e+04 -1.1983e-01 +6.0866e-01 -6.8112e-03
12 0 +1.698646020e+04 +1.698646020e+04 +1.704559020e+04 +1.704559020e+04 +1.3849e-01 +2.2184e-01 -1.0320e-02
19 0 +1.215108691e+04 +1.215108691e+04 +1.221021691e+04 +1.221021691e+04 +1.3899e-01 +3.8750e-01 -5.0492e-03
73 0 +1.077974453e+04 +1.077974453e+04 +1.083887453e+04 +1.083887453e+04 +2.7826e-01 +2.8853e-01 -6.4499e-04
76 0 +9.870818888e+03 +9.870818888e+03 +9.929948888e+03 +9.929948888e+03 +2.4832e-01 +2.5584e-01 +4.2159e-03
996 0 +9.731620218e+03 +9.731620218e+03 +9.790750218e+03 +9.790750218e+03 +2.2350e-01 +2.8666e-01 +4.4690e-03
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-4.915300000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +7.654731415e+06 +7.654731415e+06 +7.654239885e+06 +7.654239885e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00
